Curso,NRC,Edificio,Días,Inscritos,Rango de Horas
CBCA-1218 FILOSOFÍA DE LA CONQUISTA DE AMÉRICA (CICLO 1 DE 8 SEMANAS),71917,SD,I,45,"(10.5, 11.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33741,SD,I,44,"(9.0, 9.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33741,SD,I,44,"(9.5, 10.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33741,SD,I,44,"(10.0, 10.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33741,SD,I,44,"(10.5, 11.0)"
CBCO-1293 CONFLICTO Y PAZ EN COLOMBIA (CICLO 1 DE 8 SEMANAS),71946,SD,I,54,"(9.0, 9.5)"
CBCO-1293 CONFLICTO Y PAZ EN COLOMBIA (CICLO 1 DE 8 SEMANAS),71946,SD,I,54,"(9.5, 10.0)"
CBCO-1293 CONFLICTO Y PAZ EN COLOMBIA (CICLO 1 DE 8 SEMANAS),71946,SD,I,54,"(10.0, 10.5)"
CBCO-1293 CONFLICTO Y PAZ EN COLOMBIA (CICLO 1 DE 8 SEMANAS),71946,SD,I,54,"(10.5, 11.0)"
CBCO-1386 HERENCIAS AFRICANAS EN COLOMBIA (CICLO 2 DE 8 SEMANAS),71951,SD,I,48,"(9.0, 9.5)"
CBCO-1386 HERENCIAS AFRICANAS EN COLOMBIA (CICLO 2 DE 8 SEMANAS),71951,SD,I,48,"(9.5, 10.0)"
CBCO-1386 HERENCIAS AFRICANAS EN COLOMBIA (CICLO 2 DE 8 SEMANAS),71951,SD,I,48,"(10.0, 10.5)"
CBCO-1386 HERENCIAS AFRICANAS EN COLOMBIA (CICLO 2 DE 8 SEMANAS),71951,SD,I,48,"(10.5, 11.0)"
CBPC-1368 INGENIERÍA Y CIENCIA: UN MUNDO COMPARTIDO,63050,SD,I,32,"(9.0, 9.5)"
CBPC-1368 INGENIERÍA Y CIENCIA: UN MUNDO COMPARTIDO,63050,SD,I,32,"(9.5, 10.0)"
CBPC-1368 INGENIERÍA Y CIENCIA: UN MUNDO COMPARTIDO,63050,SD,I,32,"(10.0, 10.5)"
CBPC-1368 INGENIERÍA Y CIENCIA: UN MUNDO COMPARTIDO,63050,SD,I,32,"(10.5, 11.0)"
DERE-2201 OBLIGACIONES I,10261,SD,I,24,"(9.0, 9.5)"
DERE-2201 OBLIGACIONES I,10261,SD,I,24,"(9.5, 10.0)"
DERE-2201 OBLIGACIONES I,10261,SD,I,24,"(10.0, 10.5)"
DERE-2201 OBLIGACIONES I,10261,SD,I,24,"(10.5, 11.0)"
DERE-2202 OBLIGACIONES II,11082,SD,I,16,"(9.0, 9.5)"
DERE-2202 OBLIGACIONES II,11082,SD,I,16,"(9.5, 10.0)"
DERE-2202 OBLIGACIONES II,11082,SD,I,16,"(10.0, 10.5)"
DERE-2202 OBLIGACIONES II,11082,SD,I,16,"(10.5, 11.0)"
MATE-2201 ANALISIS 1,10004,SD,I,15,"(9.0, 9.5)"
MATE-2201 ANALISIS 1,10004,SD,I,15,"(9.5, 10.0)"
MATE-2201 ANALISIS 1,10004,SD,I,15,"(10.0, 10.5)"
MATE-2201 ANALISIS 1,10004,SD,I,15,"(10.5, 11.0)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(9.0, 9.5)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(9.5, 10.0)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(10.0, 10.5)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(10.5, 11.0)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(11.0, 11.5)"
DADM-6707 ELECTIVA-CIENCIAS DEL COMPORTAMIENTO,70826,SD,I,5,"(11.5, 12.0)"
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,SD,I,44,"(9.0, 9.5)"
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,SD,I,44,"(9.5, 10.0)"
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,SD,I,44,"(10.0, 10.5)"
ADMI-3205 ELECTIVA FINANZAS PERSONALES,11998,SD,I,44,"(10.5, 11.0)"
ECON-3113 MICROECONOMÍA 3 CON TALLER,55279,SD,I,4,"(9.0, 9.5)"
ECON-3113 MICROECONOMÍA 3 CON TALLER,55279,SD,I,4,"(9.5, 10.0)"
ECON-3113 MICROECONOMÍA 3 CON TALLER,55279,SD,I,4,"(10.0, 10.5)"
ECON-3113 MICROECONOMÍA 3 CON TALLER,55279,SD,I,4,"(10.5, 11.0)"
ECON-3123 MICROECONOMÍA 3,55278,SD,I,51,"(9.0, 9.5)"
ECON-3123 MICROECONOMÍA 3,55278,SD,I,51,"(9.5, 10.0)"
ECON-3123 MICROECONOMÍA 3,55278,SD,I,51,"(10.0, 10.5)"
ECON-3123 MICROECONOMÍA 3,55278,SD,I,51,"(10.5, 11.0)"
ECON-4568 MICROECONOMIA III,70943,SD,I,3,"(9.0, 9.5)"
ECON-4568 MICROECONOMIA III,70943,SD,I,3,"(9.5, 10.0)"
ECON-4568 MICROECONOMIA III,70943,SD,I,3,"(10.0, 10.5)"
ECON-4568 MICROECONOMIA III,70943,SD,I,3,"(10.5, 11.0)"
EDUC-1214 LAB TEORÍAS Y RETOS DEL APRENDIZAJE,32296,SD,I,38,"(9.0, 9.5)"
EDUC-1214 LAB TEORÍAS Y RETOS DEL APRENDIZAJE,32296,SD,I,38,"(9.5, 10.0)"
EDUC-1214 LAB TEORÍAS Y RETOS DEL APRENDIZAJE,32296,SD,I,38,"(10.0, 10.5)"
EDUC-1214 LAB TEORÍAS Y RETOS DEL APRENDIZAJE,32296,SD,I,38,"(10.5, 11.0)"
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72853,SD,I,21,"(9.0, 9.5)"
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72853,SD,I,21,"(9.5, 10.0)"
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72853,SD,I,21,"(10.0, 10.5)"
FISI-1528P COMPLEMENTARIA Y LABORATORIO FISICA II,72853,SD,I,21,"(10.5, 11.0)"
IBIO-2251 LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,30903,SD,I,22,"(9.0, 9.5)"
IBIO-2251 LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,30903,SD,I,22,"(9.5, 10.0)"
IBIO-2251 LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,30903,SD,I,22,"(10.0, 10.5)"
IBIO-2251 LABORATORIO FENÓMENOS DE TRANSPORTE BIOLÓGICO,30903,SD,I,22,"(10.5, 11.0)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10874,SD,I,45,"(9.0, 9.5)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10874,SD,I,45,"(9.5, 10.0)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10874,SD,I,45,"(10.0, 10.5)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10874,SD,I,45,"(10.5, 11.0)"
IIND-2109 SISTEMAS DE APOYO A LA DECISIÓN,45189,SD,I,28,"(9.0, 9.5)"
IIND-2109 SISTEMAS DE APOYO A LA DECISIÓN,45189,SD,I,28,"(9.5, 10.0)"
IIND-2109 SISTEMAS DE APOYO A LA DECISIÓN,45189,SD,I,28,"(10.0, 10.5)"
IIND-2109 SISTEMAS DE APOYO A LA DECISIÓN,45189,SD,I,28,"(10.5, 11.0)"
IIND-2109T TRABAJO ASISTIDO SISTEMAS APOYO A LA DECISION,40022,SD,I,10,"(9.0, 9.5)"
IIND-2109T TRABAJO ASISTIDO SISTEMAS APOYO A LA DECISION,40022,SD,I,10,"(9.5, 10.0)"
IIND-2109T TRABAJO ASISTIDO SISTEMAS APOYO A LA DECISION,40022,SD,I,10,"(10.0, 10.5)"
IIND-2109T TRABAJO ASISTIDO SISTEMAS APOYO A LA DECISION,40022,SD,I,10,"(10.5, 11.0)"
ISIS-1001 INTRODUCCION A LA INGENIERIA DE SISTEMAS,65848,SD,I,35,"(9.0, 9.5)"
ISIS-1001 INTRODUCCION A LA INGENIERIA DE SISTEMAS,65848,SD,I,35,"(9.5, 10.0)"
ISIS-1001 INTRODUCCION A LA INGENIERIA DE SISTEMAS,65848,SD,I,35,"(10.0, 10.5)"
ISIS-1001 INTRODUCCION A LA INGENIERIA DE SISTEMAS,65848,SD,I,35,"(10.5, 11.0)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,65983,SD,I,23,"(9.0, 9.5)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,65983,SD,I,23,"(9.5, 10.0)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,65983,SD,I,23,"(10.0, 10.5)"
ISIS-2603 DESARROLLO DE SW EN EQUIPO,65983,SD,I,23,"(10.5, 11.0)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),27635,SD,I,17,"(9.0, 9.5)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),27635,SD,I,17,"(9.5, 10.0)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),27635,SD,I,17,"(10.0, 10.5)"
LENG-1154 ENGLISH 04 (CICLO 2 DE 8 SEMANAS),27635,SD,I,17,"(10.5, 11.0)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72078,SD,I,23,"(9.0, 9.5)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72078,SD,I,23,"(9.5, 10.0)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72078,SD,I,23,"(10.0, 10.5)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),72078,SD,I,23,"(10.5, 11.0)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),42190,SD,I,20,"(9.0, 9.5)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),42190,SD,I,20,"(9.5, 10.0)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),42190,SD,I,20,"(10.0, 10.5)"
LENG-1158 ENGLISH 08 - WRITING 1 (CICLO 1 DE 8 SEMANAS),42190,SD,I,20,"(10.5, 11.0)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39019,SD,I,77,"(9.0, 9.5)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39019,SD,I,77,"(9.5, 10.0)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39019,SD,I,77,"(10.0, 10.5)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39019,SD,I,77,"(10.5, 11.0)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39023,SD,I,52,"(9.0, 9.5)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39023,SD,I,52,"(9.5, 10.0)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39023,SD,I,52,"(10.0, 10.5)"
MATE-1214 CÁLCULO INTEGRAL CON ECUACIONES DIFERENCIALES,39023,SD,I,52,"(10.5, 11.0)"
QUIM-1103 QUÍMICA,62429,SD,I,56,"(9.0, 9.5)"
QUIM-1103 QUÍMICA,62429,SD,I,56,"(9.5, 10.0)"
QUIM-1103 QUÍMICA,62429,SD,I,56,"(10.0, 10.5)"
QUIM-1103 QUÍMICA,62429,SD,I,56,"(10.5, 11.0)"
QUIM-3514 ESPECTROSCOPIA Y QUIMICA CUANTICA,71865,SD,I,10,"(9.0, 9.5)"
QUIM-3514 ESPECTROSCOPIA Y QUIMICA CUANTICA,71865,SD,I,10,"(9.5, 10.0)"
QUIM-3514 ESPECTROSCOPIA Y QUIMICA CUANTICA,71865,SD,I,10,"(10.0, 10.5)"
QUIM-3514 ESPECTROSCOPIA Y QUIMICA CUANTICA,71865,SD,I,10,"(10.5, 11.0)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(9.0, 9.5)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(9.5, 10.0)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(10.0, 10.5)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(10.5, 11.0)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(11.0, 11.5)"
ECON-4668 MODELOS DE INTERACCIONES SOCIALES,70945,SD,I,11,"(11.5, 12.0)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(9.0, 9.5)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(9.5, 10.0)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(10.0, 10.5)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(10.5, 11.0)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(11.0, 11.5)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(11.5, 12.0)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(12.0, 12.5)"
DISO-3214 SEMINARIO TRES: CREACIÓN (CICLO 2 DE 8 SEMANAS),58564,SD,I,25,"(12.5, 13.0)"
BIOL-3146 ECOLOGIA Y DIVERSIDAD MARINA (CICLO 1 DE 8 SEMANAS),70737,SD,I,13,"(10.0, 10.5)"
BIOL-3146 ECOLOGIA Y DIVERSIDAD MARINA (CICLO 1 DE 8 SEMANAS),70737,SD,I,13,"(10.5, 11.0)"
BIOL-3146 ECOLOGIA Y DIVERSIDAD MARINA (CICLO 1 DE 8 SEMANAS),70737,SD,I,13,"(11.0, 11.5)"
BIOL-3146 ECOLOGIA Y DIVERSIDAD MARINA (CICLO 1 DE 8 SEMANAS),70737,SD,I,13,"(11.5, 12.0)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72901,SD,I,22,"(11.0, 11.5)"
MATE-1214C CALCULO INTEGRAL CON ECUACIONES DIFERENCIALES - COMPLEMENTARIA,72901,SD,I,22,"(11.5, 12.0)"
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72939,SD,I,21,"(11.0, 11.5)"
MATE-1254C CALCULO DIF-INTEGRAL COMPLEMEN,72939,SD,I,21,"(11.5, 12.0)"
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72802,SD,I,24,"(11.0, 11.5)"
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72802,SD,I,24,"(11.5, 12.0)"
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72802,SD,I,24,"(12.0, 12.5)"
ADMI-2606 PROY. APLICADO ORGANIZACIONES (CICLO 2 DE 8 SEMANAS),72802,SD,I,24,"(12.5, 13.0)"
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,SD,I,42,"(11.0, 11.5)"
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,SD,I,42,"(11.5, 12.0)"
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,SD,I,42,"(12.0, 12.5)"
ADMI-3705 ELECTIVA MERCADOS EMERGENTES,67045,SD,I,42,"(12.5, 13.0)"
DERE-2204 PRUEBAS,33351,SD,I,38,"(11.0, 11.5)"
DERE-2204 PRUEBAS,33351,SD,I,38,"(11.5, 12.0)"
DERE-2204 PRUEBAS,33351,SD,I,38,"(12.0, 12.5)"
DERE-2204 PRUEBAS,33351,SD,I,38,"(12.5, 13.0)"
DERE-3601 DERECHO INTERNACIONAL 2,63003,SD,I,50,"(11.0, 11.5)"
DERE-3601 DERECHO INTERNACIONAL 2,63003,SD,I,50,"(11.5, 12.0)"
DERE-3601 DERECHO INTERNACIONAL 2,63003,SD,I,50,"(12.0, 12.5)"
DERE-3601 DERECHO INTERNACIONAL 2,63003,SD,I,50,"(12.5, 13.0)"
ECON-2105 TEORIA DE JUEGOS,10204,SD,I,56,"(11.0, 11.5)"
ECON-2105 TEORIA DE JUEGOS,10204,SD,I,56,"(11.5, 12.0)"
ECON-2105 TEORIA DE JUEGOS,10204,SD,I,56,"(12.0, 12.5)"
ECON-2105 TEORIA DE JUEGOS,10204,SD,I,56,"(12.5, 13.0)"
"ECON-3527 HE2 INTELIGENCIA ARTIFICIAL, ECONOMÍA Y SU COMUNICACIÓN",73269,SD,I,23,"(11.0, 11.5)"
"ECON-3527 HE2 INTELIGENCIA ARTIFICIAL, ECONOMÍA Y SU COMUNICACIÓN",73269,SD,I,23,"(11.5, 12.0)"
"ECON-3527 HE2 INTELIGENCIA ARTIFICIAL, ECONOMÍA Y SU COMUNICACIÓN",73269,SD,I,23,"(12.0, 12.5)"
"ECON-3527 HE2 INTELIGENCIA ARTIFICIAL, ECONOMÍA Y SU COMUNICACIÓN",73269,SD,I,23,"(12.5, 13.0)"
IBIO-2099L LABORATORIO DE FISIOLOGIA CUANTITATIVA PARA INGENIERIA BIOMEDICA 1,30897,SD,I,56,"(11.0, 11.5)"
IBIO-2099L LABORATORIO DE FISIOLOGIA CUANTITATIVA PARA INGENIERIA BIOMEDICA 1,30897,SD,I,56,"(11.5, 12.0)"
IBIO-2099L LABORATORIO DE FISIOLOGIA CUANTITATIVA PARA INGENIERIA BIOMEDICA 1,30897,SD,I,56,"(12.0, 12.5)"
IBIO-2099L LABORATORIO DE FISIOLOGIA CUANTITATIVA PARA INGENIERIA BIOMEDICA 1,30897,SD,I,56,"(12.5, 13.0)"
ICYA-1116 ESTÁTICA,24324,SD,I,34,"(11.0, 11.5)"
ICYA-1116 ESTÁTICA,24324,SD,I,34,"(11.5, 12.0)"
ICYA-1116 ESTÁTICA,24324,SD,I,34,"(12.0, 12.5)"
ICYA-1116 ESTÁTICA,24324,SD,I,34,"(12.5, 13.0)"
ICYA-3306 SISTEMAS DE TRANSPORTE,27590,SD,I,78,"(11.0, 11.5)"
ICYA-3306 SISTEMAS DE TRANSPORTE,27590,SD,I,78,"(11.5, 12.0)"
ICYA-3306 SISTEMAS DE TRANSPORTE,27590,SD,I,78,"(12.0, 12.5)"
ICYA-3306 SISTEMAS DE TRANSPORTE,27590,SD,I,78,"(12.5, 13.0)"
IELE-2300 ANÁLISIS DE SISTEMAS DE CONTROL,10968,SD,I,43,"(11.0, 11.5)"
IELE-2300 ANÁLISIS DE SISTEMAS DE CONTROL,10968,SD,I,43,"(11.5, 12.0)"
IELE-2300 ANÁLISIS DE SISTEMAS DE CONTROL,10968,SD,I,43,"(12.0, 12.5)"
IELE-2300 ANÁLISIS DE SISTEMAS DE CONTROL,10968,SD,I,43,"(12.5, 13.0)"
IIND-2103 PRINCIPIOS DE OPTIMIZACION,10728,SD,I,17,"(11.0, 11.5)"
IIND-2103 PRINCIPIOS DE OPTIMIZACION,10728,SD,I,17,"(11.5, 12.0)"
IIND-2103 PRINCIPIOS DE OPTIMIZACION,10728,SD,I,17,"(12.0, 12.5)"
IIND-2103 PRINCIPIOS DE OPTIMIZACION,10728,SD,I,17,"(12.5, 13.0)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10875,SD,I,43,"(11.0, 11.5)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10875,SD,I,43,"(11.5, 12.0)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10875,SD,I,43,"(12.0, 12.5)"
IIND-2107 PROBABILIDAD Y ESTADISTICA II,10875,SD,I,43,"(12.5, 13.0)"
IIND-2301T TRAB.ASIST. DINAM. DE SISTEMAS,72041,SD,I,22,"(11.0, 11.5)"
IIND-2301T TRAB.ASIST. DINAM. DE SISTEMAS,72041,SD,I,22,"(11.5, 12.0)"
IIND-2301T TRAB.ASIST. DINAM. DE SISTEMAS,72041,SD,I,22,"(12.0, 12.5)"
IIND-2301T TRAB.ASIST. DINAM. DE SISTEMAS,72041,SD,I,22,"(12.5, 13.0)"
IQYA-2023 TECNOLOGÍA DE ALIMENTOS,62669,SD,I,24,"(11.0, 11.5)"
IQYA-2023 TECNOLOGÍA DE ALIMENTOS,62669,SD,I,24,"(11.5, 12.0)"
IQYA-2023 TECNOLOGÍA DE ALIMENTOS,62669,SD,I,24,"(12.0, 12.5)"
IQYA-2023 TECNOLOGÍA DE ALIMENTOS,62669,SD,I,24,"(12.5, 13.0)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27940,SD,I,23,"(11.0, 11.5)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27940,SD,I,23,"(11.5, 12.0)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27940,SD,I,23,"(12.0, 12.5)"
LENG-1157 ENGLISH 07 - SPEAKING 1 (CICLO 1 DE 8 SEMANAS),27940,SD,I,23,"(12.5, 13.0)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28029,SD,I,19,"(11.0, 11.5)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28029,SD,I,19,"(11.5, 12.0)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28029,SD,I,19,"(12.0, 12.5)"
LENG-1159 ENGLISH 09A WRITING 2 - FOR SCIENCE AND ENGINEERING (CICLO 1 DE 8 SEMANAS),28029,SD,I,19,"(12.5, 13.0)"
LENG-1603 ITALIANO 3,72211,SD,I,16,"(11.0, 11.5)"
LENG-1603 ITALIANO 3,72211,SD,I,16,"(11.5, 12.0)"
LENG-1603 ITALIANO 3,72211,SD,I,16,"(12.0, 12.5)"
LENG-1603 ITALIANO 3,72211,SD,I,16,"(12.5, 13.0)"
PSIG-2306 PSICOLOGÍA DEL APRENDIZAJE,71838,SD,I,72,"(11.0, 11.5)"
PSIG-2306 PSICOLOGÍA DEL APRENDIZAJE,71838,SD,I,72,"(11.5, 12.0)"
PSIG-2306 PSICOLOGÍA DEL APRENDIZAJE,71838,SD,I,72,"(12.0, 12.5)"
PSIG-2306 PSICOLOGÍA DEL APRENDIZAJE,71838,SD,I,72,"(12.5, 13.0)"
ARQT-2212 COORDINACION E INTEGRACION DE LOS SITEMAS TECNICOS (CICLO 1 DE 8 SEMANAS),52231,SD,I,50,"(11.0, 11.5)"
ARQT-2212 COORDINACION E INTEGRACION DE LOS SITEMAS TECNICOS (CICLO 1 DE 8 SEMANAS),52231,SD,I,50,"(11.5, 12.0)"
ARQT-2212 COORDINACION E INTEGRACION DE LOS SITEMAS TECNICOS (CICLO 1 DE 8 SEMANAS),52231,SD,I,50,"(12.0, 12.5)"
ARQT-2212 COORDINACION E INTEGRACION DE LOS SITEMAS TECNICOS (CICLO 1 DE 8 SEMANAS),52231,SD,I,50,"(12.5, 13.0)"
DERE-2201 OBLIGACIONES I,10260,SD,I,26,"(11.0, 11.5)"
DERE-2201 OBLIGACIONES I,10260,SD,I,26,"(11.5, 12.0)"
DERE-2201 OBLIGACIONES I,10260,SD,I,26,"(12.0, 12.5)"
DERE-2201 OBLIGACIONES I,10260,SD,I,26,"(12.5, 13.0)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(11.0, 11.5)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(11.5, 12.0)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(12.0, 12.5)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(12.5, 13.0)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(13.0, 13.5)"
IIND-3304 NEGOCIACIÓN Y RESOLUCIÓN DE CONFLICTOS,71298,SD,I,45,"(13.5, 14.0)"
CBCA-1313 LENGUAJE Y PODER (CICLO 1 DE 8 SEMANAS),71927,SD,I,42,"(12.0, 12.5)"
CBCA-1313 LENGUAJE Y PODER (CICLO 1 DE 8 SEMANAS),71927,SD,I,42,"(12.5, 13.0)"
CBCA-1313 LENGUAJE Y PODER (CICLO 1 DE 8 SEMANAS),71927,SD,I,42,"(13.0, 13.5)"
CBCA-1313 LENGUAJE Y PODER (CICLO 1 DE 8 SEMANAS),71927,SD,I,42,"(13.5, 14.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33720,SD,I,51,"(12.0, 12.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33720,SD,I,51,"(12.5, 13.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33720,SD,I,51,"(13.0, 13.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33720,SD,I,51,"(13.5, 14.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33715,SD,I,36,"(12.0, 12.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33715,SD,I,36,"(12.5, 13.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33715,SD,I,36,"(13.0, 13.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 2 DE 8 SEMANAS)",33715,SD,I,36,"(13.5, 14.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",33702,SD,I,40,"(12.0, 12.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",33702,SD,I,40,"(12.5, 13.0)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",33702,SD,I,40,"(13.0, 13.5)"
"CBCC-1177 COLOMBIA: ESPACIO, TIEMPO, DIFERENCIA (CICLO 1 DE 8 SEMANAS)",33702,SD,I,40,"(13.5, 14.0)"
DERE-2205 CONTRATOS,68761,SD,I,21,"(12.0, 12.5)"
